Respondant,Region,Store,Liked,Donﾒt like,Would Like,NPS Score
817,Bay of Plenty,TAURANGA - CBD,I rang first and appreciated the professional but friendly welcome. A booking for the next day was not a problem and I was told an apprximate time frame for the job.,When I got there the time frame was double what I was told. When I commented on that the time was broght back down.,Perhaps some communication between who booked and the person I saw. Strange that the time could be brought back down.. gave the 2nd guy the behefit of the doubt - perhaps his time was the most it would be. Didn't get offerred any product (wipes etc) that I had in the past - little things like this matter...,8
818,Auckland,AUCKLAND - MANUKAU CITY,Fast and friendly,,,8
819,Wellington,WELLINGTON - UPPER HUTT,Had great service and car was ready when they said.,Nothing,,8
820,Christchurch,CHRISTCHURCH - NORTHWOOD,Great,,Great,8
821,Auckland,AUCKLAND - HENDERSON,The service---prompt action,Nil,Nil,8
822,Auckland,AUCKLAND - TAKAPUNA (Barrys Point Rd),goood service,,,8
823,Auckland,AUCKLAND - ALBANY (Cnr Bush Rd and Volkner Pl),awesome staff,the fact they forgot to tell me my tyre had arrived. Not a biggie tho,Dont eat or smoke in front of the customers its gross and unprofessional,8
824,Auckland,AUCKLAND - EAST TAMAKI,Good service and timing is good,,,8
825,Waikato,TE AWAMUTU,Good service,,,8
826,Auckland,AUCKLAND - WAIUKU,On time & friendly service.,,,8
827,Auckland,WARKWORTH,service was fine.No complaints,,,8
828,Waikato,HAMILTON - TE RAPA (Pukete Road),good repair services,the prices are a bit too high,to reduce the cost of repairs,8
829,Wellington,WELLINGTON - PORIRUA - PARUMOANA ST,Anthony was great,The other guy (sorry I can't remember his name) could use some 'customer facing' training.,,8
830,Nelson & Marlborough,NELSON,service,,,8
831,Waikato,HAMILTON - TE RAPA (Pukete Road),Excellent service. Courteous manner. ,,,8
832,Mid & South Canterbury,ASHBURTON,Very quite service,Nothing,Nil,8
833,Wellington,WELLINGTON - PORIRUA - PARUMOANA ST,Very friendly helpful staff. Dropped in & had my new tyre sorted within an hour,,,8
834,Auckland,AUCKLAND - TAKANINI,Service was pretty much on the ball.,Attendant was dealing with my car plus serving customers - made the process a bit long,maybe one more attendant on the day,8
835,Wellington,LOWER HUTT - VICTORIA ST,staff went out of their way to be of assisance,,,8
836,Wellington,LOWER HUTT - VICTORIA ST,Quick Service,Nothing,,8
837,Auckland,AUCKLAND - BROWNS BAY,Friendly and fast service,,,8
838,Auckland,AUCKLAND - GLENFIELD (Archers Rd),Good service,,,8
839,Wellington,WELLINGTON - KENT TERRACE,Service was quick and car ready when they said it would be.  Good Price.,Within 5 days noticed that I was missing a cap from a valve.  Checked the pthers and they were all loose.  I will pop in and see if they will give me another cap to replace the missing one.,Chack the caps on the valves.,8
840,Christchurch,CHRISTCHURCH - TUAM ST,Great to have good deal in Beaurepair. ,,,8
841,Auckland,AUCKLAND - GLENFIELD (Archers Rd),The service was very good amd prompt.,,,8
842,Christchurch,DARFIELD,The hot choc in the coffee machine and mags to read while waiting,I had car booked in for 2pm for 2 tyres...but it probably wasn't started until 2.25....almost making me late for school pickup.  Otherwise...can't fault anything else,,8
843,Bay of Plenty,ROTORUA - TE NGAE RD,Great service,,,8
844,Otago,DUNEDIN - CUMBERLAND ST,Tyres being fitted 2 hours after I phoned up. Very efficient.,,,8
845,Auckland,AUCKLAND - NEW LYNN (Gt North Rd),mean service...recommend to all..manager went out of his way to accomodate our request.,,,8
846,Wellington,WELLINGTON - PARAPARAUMU,Prompt friendly service,Nothing I didn't like,,8
847,Nelson & Marlborough,RICHMOND,Quick & Easy.  Good price.,,,8
848,Auckland,AUCKLAND - GREENLANE (Gt South Rd),All was good.  Staff were pleasant.,,,8
849,Bay of Plenty,TAURANGA - CBD,Good service,,,8
850,Otago,DUNEDIN - ANDERSONS BAY RD,The service was quick and efficient. Staff were friendly.,,,8
851,Auckland,AUCKLAND - GLEN INNES (Apirana Ave),Great service from both staff!  Quick & easy.  Dropped what they were doing & helped us out. ,Nothing. ,Water filter & mags for the wait. ,8
852,Otago,DUNEDIN - ANDERSONS BAY RD,Prompt service,,,8
853,Wellington,WELLINGTON - UPPER HUTT,quick service friendly service.,no problem occured,nil,8
854,Southland,GORE,good attention and good quality service,-,bit more competitive prices for people getting all new tyres on a car + wheel alingment. or a discount if you do all that.,8
855,Auckland,WARKWORTH,prompt friendly helpful service with a good price,was all good,,8
856,Manawatu,PALMERSTON NTH - 559 TREMAINE AVE,Fast service,nothing,All good,8
857,Auckland,AUCKLAND - HENDERSON,Personal service.,Nil,,8
858,Auckland,WARKWORTH,Great service all round see you's next time i need tires,,,8
859,Auckland,AUCKLAND - GLENFIELD (Archers Rd),Went smoothly as always !,All good,no,8
860,Bay of Plenty,MOUNT MAUNGANUI - HULL ROAD,Immediately served at counter and job promptly completed,,,8
861,Christchurch,DARFIELD,friendly service and going above and beyond to adjust the tortion bars on my truck!!,,,8
862,Taranaki & Wanganui ,WANGANUI,very quick and efficient.,Of course I would like a lower price,,8
863,Auckland,WARKWORTH,Good service,No receptionist,get the above ,8
864,Otago,ALEXANDRA,Excellent service - nothing to complain about at all!,,,8
865,Mid & South Canterbury,TIMARU - BARNARD ST,Great guys to deal with.  Friendly and where happy to see car again when wasnt happy with how it was driving.,,,8
866,Waikato,HAMILTON - CITY,good price. Quick service. ,generally good.,,8
867,Auckland,AUCKLAND - GREY LYNN (Gt North Road),Very fast service,Bill a bit steep.,,8
868,Waikato,TE AWAMUTU,Service was great.  New tyres and battery sorted within the hour.  Would definitely recommend.,,,8
869,Wellington,WELLINGTON - UPPER HUTT,The staff were polite and efficient has I had booked in for two tyres to be done they noticed that needed four to be done.,,,8
870,Manawatu,PALMERSTON NTH - 559 TREMAINE AVE,All good,Good advice,,8
871,Auckland,WARKWORTH,The staff were very friendly & easy to deal with.  The did the work we wanted fast & effiecently!!,nothing,nothing,8
872,Auckland,AUCKLAND - GLENFIELD (Archers Rd),i  liked it when the staff could service my car after noon on a Saturday as I didn't have an appointment  and the customer lounge with free coffee/tea was good.  ,Everything  was good.,,8
873,Waikato,TE AWAMUTU,Cheerful helpful staff.,Nothing,,8
874,Auckland,AUCKLAND - NEW LYNN (Gt North Rd),Fast service,,,8
875,Wellington,LOWER HUTT - VICTORIA ST,Fast friendly service,Nothing,,8
876,Otago,DUNEDIN - ANDERSONS BAY RD,Did what they said they would do and did it while I waited.,Not having the same tyre I purchased there less than a year ago.,All good,8
877,Auckland,AUCKLAND - NEWMARKET,Quick service & turnaround time,Having to come back because the tyre they had fitted me with didnt meet my WOF specifications,,8
878,Taranaki & Wanganui ,WANGANUI,Good fast service.,,,8
879,Waikato,HAMILTON - CITY,I appreciate the straight talking I have received from your Dinsdale and city stores about price and situation. I notice your Dinsdale store has changed hands. The woman there was excellent value to your company Generally your prices are competitive. I admire your quest to encourage customer feedback to drive improvement.,I had a tyre insurance and a screw had inserted itself in the tyre. the tyre was still in excellent condition (tread)  but would not hold air.  The insurance was of no value to me as the tyre had been driven some distance with very low inflation. This was because it took a little time to discover the low tyre and get it to a service station to put air in and then seal it with a spray product. Even if the tyre was changed immediately the tyre would still have been driven on low air. It seems to me that in most cases the tyre insurance does not really advantage the customer significantly. I bought a replacement tyre from the store identified above. ,I suggest that in the case of a tyre puncture or leak that where there were reasonable circumstances involving the tyre being driven while deflated and the tyre insurance had been purchased that there be a special discount for the replacement. I do not expect that the tyre be replace for no cost but a sharing of cost to replace would be more attractive to the customer. ,8
880,Hawke's Bay,HASTINGS - HERETAUNGA ST,Prompt service,na,na,8
881,Waikato,TE AWAMUTU,Good efficient service. Good pricing. Prompt attention.,,,8
882,Waikato,HAMILTON - CITY,Ready on time,price of the Dunlops,,8
883,Bay of Plenty,ROTORUA - AMOHAU ST,The prompt service and pleasant customer service.,I had previously phoned 3 tyre outlets to get quotes by phone giving size of tyres and asked what it would cost for 2 new tyres and a wheel alignment and was quoted $69 for alignment and $115 for each tyre I showed the man and I was under the impression I would be charged $299.I was charge $318. the quote was from beauepaires.,keep your word on the quote. every cent counts ,8
884,Auckland,AUCKLAND - GREY LYNN (Gt North Road),Staff was very helpful and provided good insights/suggestions.,None.,None at the moment,8
885,Auckland,AUCKLAND - GREY LYNN (Gt North Road),Fast and efficient service.,,,8
886,Auckland,AUCKLAND - HOWICK,Mike was very helpful in advising me what type of tyres to get for my vehicle as my current tyres are no longer available.  He even matched the price of a competitor's tyres which was appreciated.  The new tyres and alignment was done that day and at a time that suited me.  Mike also offered to check my tyre pressure every 6-8 weeks which I will find very helpful.,Nothing I didn't like - Mike went the extra mile to be helpful.,,8
887,Wellington,LOWER HUTT - VICTORIA ST,Great friendly team. Fast service,,,8
888,Christchurch,CHRISTCHURCH - SYDENHAM,Efficient process and fair price,No concerns,Clear indication of time frames at booking,8
889,Christchurch,CHRISTCHURCH - SYDENHAM,The salesperson was very good - even asking if it was ok before checking the other tyres as well as the one being replaced. He explained my options very well and also went through the invoice afterward. The coffee was pretty good too :),,,8
890,Auckland,AUCKLAND - HOWICK,Excellent service,,,8
891,Waikato,HAMILTON - TE RAPA (Pukete Road),Friendly & helpful,,,8
892,Southland,INVERCARGILL - MERSEY ST,The transported back home while they located and fitted a tyre.,Everything ok,,8
893,Auckland,AUCKLAND - ALBANY (Cnr Bush Rd and Volkner Pl),Good quick service,Did't check pressure in all tires and did't replace cable ties that were cut off,Replace cable ties if any were cut off,8
894,Christchurch,CHRISTCHURCH - TUAM ST,Fast service,Apparently tyres were over inflated .. as went for wof a couple of days later and was told they were over inflated,,8
895,Auckland,AUCKLAND - NEWMARKET,You have friendly and helpful staff who did not push a sale and double checked your own tech info book after answering my questions. : ),None.,Haven't got any printed brochure about the extra protection warranty I paid for my brand new four tyres (but was told).,8
896,Auckland,AUCKLAND - TAKAPUNA (Barrys Point Rd),Prepared to price match and fly buys,All good,Repeat custom reward,8
897,Waikato,HAMILTON - TE RAPA (Pukete Road),Friendly helpful service. Good product. Competitive pricing.,,,8
898,Auckland,AUCKLAND - MANUKAU CITY,good price for tyres and good customer service,n/a,n/a,8
899,Otago,DUNEDIN - ANDERSONS BAY RD,great service and done in the time they said,,,8
900,Wellington,LOWER HUTT - RUTHERFORD ST,Excellent fast economical service,nothing,none,8
901,Bay of Plenty,WHAKATANE,Good phone manner and clear quote,told would take 60 minutes and booked in but took more like 90 minutes,,8
902,Wellington,WELLINGTON - THORNDON QUAY,job completed on time,Nothing,no,8
903,Wairarapa,MASTERTON,They were great,no dislikes,None,8
904,Auckland,AUCKLAND - (Quay Street),The staff were very friendly and the service was quick,Nothing,N/A,8
905,Christchurch,CHRISTCHURCH - NORTHWOOD,Good efficient service ,n/a,n/a,8
906,Waikato,HAMILTON - CITY,They squeezed me in to get new tyres on my car before labour weekend and sent my car back to my mechanic (down the road) to get the WOF re-check.,They forgot to do the wheel alignment...but given they squeezed me in when they were already busy i didnt mind too much,,8
907,Auckland,AUCKLAND - GREY LYNN (Gt North Road),good staff and good service,the price!,,8
908,Northland ,WHANGAREI - WATER ST,Tyres fitted quickly and al tyres looking polished and neew.,Nothing,,8
909,Auckland,AUCKLAND - GREY LYNN (Gt North Road),Quick friendly efficient service.,nothing,,8
910,Waikato,HAMILTON - TE RAPA (Pukete Road),puncture was ready on time,specific instructions left with staff member were not carried out,staff to write down on the job sheet customer requests or instrutions,8
911,Waikato,HAMILTON - TE RAPA,They gave me a voucher to have tyre fitted free of charge at any outlet in NZ,n/a,n/a,8
912,Nelson & Marlborough,NELSON,Very prompt with the work Very professional and also friendly,,,8
913,Waikato,TE AWAMUTU,premium service from Mike and Chad,nothing,cheaper tyres,8
914,Northland ,KERIKERI,good prompt helpful service along with good tyres,,,8
915,Wellington,WELLINGTON - PORIRUA - PARUMOANA ST,Quick and easy to get a time and the job was done pretty much as soon as i got there. Was told it would take an hour and it did. The price of $89 was good. In and out with no fuss.,,,8
916,Auckland,AUCKLAND - EAST TAMAKI,the service,,,8
917,Bay of Plenty,TAURANGA - Cameron Road,Fast swift service!! Wheel alignment was great and the car now handles like a dream!,The chairs in the waiting room... Not very comfortable for a long waiting time.,,8
918,Christchurch,CHRISTCHURCH - HORNBY,Practical options given for buying tyres,Nothing really,,8
919,Nelson & Marlborough,RICHMOND,fast friendly service,,,8
920,Manawatu,LEVIN,Quick and efficient service. Went the extra mile and dropped off the vehicle for its service and wof saving me extra trips. ,Didn't have much explained about the different tyres i was being recommended. Would have liked more information to help my choice. Polite and friendly service.,Perhaps being able to see the different tyres that I was being recommended or getting a bit more information about the differences between them - a fact sheet or profile about the different tyres. Any other information that might have been helpful such as independent reviews of the tyres eg consumer.,8
921,Wellington,WELLINGTON - THORNDON QUAY,Very friendly and helpful.  Matched quote,Didn't beat quote ,,8
922,Wellington,WELLINGTON - PORIRUA - PARUMOANA ST,Good service and wide range of choices,Nil,no happy with service,8
923,Bay of Plenty,ROTORUA - AMOHAU ST,Prompt service. Tyres in stock.,Price!,All good.,8
924,Auckland,AUCKLAND - KINGSLAND,fast service,upsell,,8
925,Wellington,WELLINGTON - PARAPARAUMU,Good friendly flexible service,,,8
926,Bay of Plenty,WHAKATANE,No complaints. Goood service.,,,8
927,Wellington,WELLINGTON - PORIRUA - PARUMOANA ST,Efficient and friendly service,n/a,,8
928,Auckland,AUCKLAND - ALBANY (Cnr Bush Rd and Volkner Pl),Matched my Firestone voucher for a wheel alignment.,,The young Asian man who served me and put on my new tyre was very helpful but his English needs improving as he was verbally hard to understand.,8
929,Wellington,WELLINGTON - PARAPARAUMU,the quick service,nothing,no suggestions,8
930,Wellington,WELLINGTON - PORIRUA - PARUMOANA ST,Manager was very accommodating. On time service,,,8
931,Northland ,KERIKERI,Friendly service,All good.,Happy,8
932,Auckland,AUCKLAND - HENDERSON,good service as always,nowt,bigger discount!,8
933,Otago,DUNEDIN - ANDERSONS BAY RD,Friendly and efficient service.,,,8
934,Christchurch,RANGIORA,Great service. Ordered & fitted my tyres within a week.,,Just a nicer waiting area :),8
935,Otago,DUNEDIN - ANDERSONS BAY RD,Prompt friendly service,,,8
936,Waikato,HAMILTON - TE RAPA,Quick service - flat tyre fixed and fitted within 20 minutes. Free packet of wipes. All 3 blokes I spoke to were friendly. Got offered a coffee while waiting. Infomation given about free tyre checks every couple of months. Feedback given about what exactly had been done.,There wasn't anything to dislike. I have been coming here on and off over the past couple of years and have always been given excellent service.,,8
937,Southland,GORE,Listened to what I told them when dropping it off. And then dropped it off for me at the garage for a service.,,,8
938,Otago,QUEENSTOWN,friendly helpful staff,nothing,none,8
939,Otago,QUEENSTOWN,Good & Friednly Service,,,8
940,Otago,QUEENSTOWN,Good & Friendly service,,,8
941,Manawatu,PALMERSTON NTH - 559 TREMAINE AVE,Service was good,Pricing board needs to be bigger and clear,,8
942,Wellington,WELLINGTON - PORIRUA - PARUMOANA ST,yes,,,8
943,Wellington,WELLINGTON - PORIRUA - PARUMOANA ST,Very helpful and friendly staff,Nothing,All good,8
944,Auckland,AUCKLAND - MT ROSKILL (Cnr Richardson and McGowan Sts),Fast and good Customer service,the coffee machine was not clean.,,8
945,Bay of Plenty,ROTORUA - TE NGAE RD,Good service and advice. Seemed very good value for the money.,Nothing to dislike,,8
946,Auckland,AUCKLAND - BROWNS BAY,Good service,,,8
947,Wellington,WELLINGTON - PORIRUA - PARUMOANA ST,Good price. Friendly service.,,,8
948,Auckland,AUCKLAND - GREY LYNN (Gt North Road),your salesman was extremely helpful in advising me which tyres I'd be advised to use. Thank you,,,8
949,Wellington,WELLINGTON - THORNDON QUAY,I really appreciated the advice and service I was given.,,,8
950,Christchurch,CHRISTCHURCH - HORNBY,Quick friendly service. Managed to help me out even though I didnt have an appointment. Reasonably priced.,Nothing,No - thought it was great service,8
951,Wellington,WELLINGTON - PARAPARAUMU,Did job straight away. Two new front tyres. $300,wheel alignment was expensive I thought,Having dedicated front staff member would speed up process.,8
952,Auckland,AUCKLAND - ALBANY (Cnr Bush Rd and Volkner Pl),They were quick and efficient to find the tyres that I needed and were able to do it immediately which made it stress free for me. They didn't try to sell me something i couldn't afford.,,,8
953,Wellington,LOWER HUTT - RUTHERFORD ST,Good quick service.,,,8
954,Bay of Plenty,ROTORUA - AMOHAU ST,The boys were very accommodating and fitted us in on the day (visiting for weekend from Waiouru). They gave us 3 price options and didn't pressure the upsell but explained various qualities etc. Also had to get new battery so a hassle free option to get that done there at the same time. Will definately go to that branch again and in the future.,Access to site off Amohou street and parking limited.,More fly buys points!!,8
955,Bay of Plenty,ROTORUA - AMOHAU ST,The boys were very accommodating and fitted us in on the day (visiting for weekend from Waiouru). They gave us 3 price options and didn't pressure the upsell but explained various qualities etc. Also had to get new battery so a hassle free option to get that done there at the same time. Will definately go to that branch again and in the future.,Access to site off Amohou street and parking limited.,More fly buys points!!,8
956,Wellington,LOWER HUTT - VICTORIA ST,Very efficient,,,8
957,King Country,TAUMARUNUI,Quick and prompt puncture repair,,,8
958,Auckland,AUCKLAND - GLENFIELD (Archers Rd),Quick friendly service,nothing,A newspaper in the waiting room would be good.,8
959,Hawke's Bay,WAIPUKURAU,Managed to fit me in on a busy day.  Showed good knowledge and provided useful advice,,,8
960,Otago,DUNEDIN - CUMBERLAND ST,Prompt service with a smile,,,8
961,Southland,INVERCARGILL - MERSEY ST,very good had wheels back on in twenty minutes.,,,8
962,Nelson & Marlborough,RICHMOND,The guy had opened his shop 10 mins early! He did the job there and then. With a sleeping baby in the car exactly what I needed. thanks.,,I put a quote request in on the internet before leaving. It turned out it was easier just to go to the shop. If you could get an instant quote that would be better.,8
963,Christchurch,CHRISTCHURCH - NORTHWOOD,Great service. Would go there agi\ain,Nothing,,8
964,Auckland,AUCKLAND - GLENFIELD (Archers Rd),On time and very thorough.,,,8
965,Auckland,AUCKLAND - MT ROSKILL (Cnr Richardson and McGowan Sts),Fast polite service & a coffee machine!,,,8
966,Hawke's Bay,WAIPUKURAU,Speed of service,Tyres late arriving,,8
967,Wellington,WELLINGTON - THORNDON QUAY,they told me what i needed doing and how long it would take.  the car was ready before they said it would be.,nothing,,8
968,Auckland,AUCKLAND - NEWMARKET,Good service. No hassle.,Didn't get the sticker. My old sticker is still there which is now irrelevant.,,8
969,Auckland,AUCKLAND - HENDERSON,Good professional service - gave me a good deal on the tyres.,,,8
970,Auckland,AUCKLAND - TAKANINI,good fast service. Fitted the 4 new tires and allignment done quickly while I waited. Good coffee in the waiting room. Clean toilets. friendly staff ,,,8
971,Christchurch,CHRISTCHURCH - NORTHWOOD,Discounted wheel alignment.,,,8
972,Auckland,AUCKLAND - ALBANY (Cnr Bush Rd and Volkner Pl),Very good friendly service.,Very old TV in waiting room which had rabbit ears so bad picture.,Improve the waiting area .,8
973,Christchurch,CHRISTCHURCH - HORNBY,Friendly service,Knowing that two of our tyres were still fine to use but having to change all 4.... what happenes to the other two tyres that were still ok?  (See below),We had to change two of car tyres. The other two were still good but they didnt work with the new tyres so had to end up getting 4 new tyres. It would be great to be offered some ideas about what we could do with (or be given back) our other two tyres that were still fine to use.,8
974,Nelson & Marlborough,NELSON,Efficient service. Able to fit me in the same day.,,,8
975,Wellington,LOWER HUTT - VICTORIA ST,Excellent service as usual - had 2 tyres fitted.,,,8
976,Gisborne,GISBORNE - CHILDERS RD,Prompt service and recommendation safety reasons,,,8
977,Auckland,AUCKLAND - NEW LYNN (Gt North Rd),gr8 service,,,8
978,Auckland,AUCKLAND - NEW LYNN (Gt North Rd),good service,,,8
979,Mid & South Canterbury,TIMARU - BARNARD ST,prompt service,,,8
980,Otago,QUEENSTOWN,Cheap tyres,Weather in the day,Cheaper tyres!,8
981,Wellington,WELLINGTON - PORIRUA - PARUMOANA ST,Fast efficient friendly service,Got a great quote from internet staff they worked hard for the business,,8
982,Auckland,AUCKLAND - HOWICK,Prompt customer service,n/a,n/a,8
983,Northland ,KAIKOHE,The freindly and helpful staff. ,,,8
984,Auckland,AUCKLAND - EAST TAMAKI,Quick efficent & friendly,,,8
985,Manawatu,PALMERSTON NTH - 559 TREMAINE AVE,friendly good service & getting the staff discount,Another staff gave me higher price with staff discount when making inquiry. ,,8
986,Northland ,KAITAIA,great service,,,8
987,Auckland,AUCKLAND - GREY LYNN (Gt North Road),Easy friendly service. Also the reminder phone call to pick up my wheel! Thank you :),N/a,,8
988,Auckland,AUCKLAND - MANUKAU CITY,good fast  helpful,,,8
989,Auckland,AUCKLAND - MT ROSKILL (Cnr Richardson and McGowan Sts),was promptly attended and service was awesome,no information supplied on the tyre insurance eventhough i paid for the insurance....i only came to know about this when i went through the bill at home....i wasnt even asked whether i wanted the insurance or not...,give more info on insurance and stuff...should get the customers authority or consent before charging the insurance,8
990,Wellington,WELLINGTON - KENT TERRACE,Good quick service with a competitive price.,,,8
991,Otago,OAMARU,Good friendly service,,,8
992,Wellington,WELLINGTON - PORIRUA - PARUMOANA ST,good customer service,ordered tyre had not arrived after 3 days,,8
993,Bay of Plenty,WHAKATANE,Found staff helpful and service given very good and prompt,,,8
994,Wellington,WELLINGTON - KENT TERRACE,Friendly and prompt service,,,8
995,Christchurch,CHRISTCHURCH - HORNBY,I popped in to have the guys look at what I thought was a slow puncture. Turned out my back tyres were badly worn on the inside treads. They got a quick order through for the afternoon to replace the worn tyres and carried out a wheel alignment as well. Top service and I was well informed every step of the way.,,,8
996,Christchurch,RANGIORA,great service ..as usual,,,8
997,Auckland,AUCKLAND - TAKAPUNA (Barrys Point Rd),Called in Saturady morning after failing WoF on chance I would be able to get a new tyre straight away. Was attended to quickly and had new tyre within 15 - 20 minutes.,N/A,Couldnt find a rubbish bin for the coffee cup?,8
998,Wairarapa,MASTERTON,Good service,,,8
999,Bay of Plenty,MOUNT MAUNGANUI - NEWTON ST,I like the friendly and prompt service,,,8
1000,Waikato,HAMILTON - TE RAPA (Pukete Road),Qick response. Very friendly and good service.,N/A,N/A,8
